headline,article
iPhone में खामी का पता लगाने पर Apple देगा 7 करोड़ रुपये,"Apple INC (AAPL.O) द्वारा iPhones में खामियों का पता लगाने के लिए साइबर सिक्योरिटी रिसर्चर्स को $1 मिलियन (लगभग 7,04,77,200 रुपये) ऑफर किया जा रहा है. हैकर्स से बचने के लिए किसी भी कंपनी द्वारा ऑफर किया गया ये सबसे बड़ा रिवॉर्ड है. ये ऑफर ऐसे समय में आया है जब सरकारों द्वारा पत्रकारों और मानवाधिकार के अधिवक्ताओं के मोबाइल डिवाइसेज में सेंध किए जाने की घटनाएं बढ़ रही हैं.
पहले Apple द्वारा ये ऑफर आमंत्रित किए गए उन रिसर्चर्स को ही दिया जाता था, जो फोन और क्लाउड बैकअप्स में खाफी पता लगाने की कोशिश करते थे. बहरहाल अब गुरुवार को लास वेगास में हुए एनुअल ब्लैक हैट सिक्योरिटी कॉन्फ्रेंस में कंपनी ने घोषणा की कि इस प्रक्रिया को सारे रिसर्चर्स के लिए ओपन किया जाएगा. साथ ही Mac सॉफ्टवेयर समेत दूसरे टारगेट्स को भी शामिल किया जाएगा और सबसे महत्वपूर्ण खोज के लिए अलग-अलग रिवॉर्ड (bounties) दिए जाएंगे.
ये $1 मिलियन प्राइज iPhone kernel के रिमोट ऐक्सेस पर ही अप्लाई होगा, जिसमें फोन के यूजर की तरफ से कोई भी एक्शन शामिल नहीं होना चाहिए. ऐपल की तरफ पहले दिया गया सबसे बड़ा रिवॉर्ड $200,000 का था. इसे फ्रेंडली बग्स की रिपोर्ट के लिए दिया गया था, जिसे सॉफ्टवेयर अपडेट के जरिए फिक्स किया जा सकता था और क्रिमिनल्स से दूर रखना था.
प्राप्त जानकारी के मुताबिक कुछ सरकारी कॉन्ट्रैकटर्स और ब्रोकर्स द्वारा डिवाइसेज से जानकारी प्राप्त करने के लिए सबसे प्रभावी हैकिंग तकनीकों के लिए $2 मिलियन का भुगतान किया गया था. ऐसे में ऐपल के नए रिवॉर्ड भी कॉन्ट्रैक्टर्स द्वारा पब्लिश कीं गईं कीमतों के आसपास के रेंज में ही हैं. Apple रिसर्च को आसान बनाने के लिए कई और कदम उठा रहा है. जिसमें एक मॉडिफाइड फोन को पेश करना शामिल है जिसमें कुछ सिक्योरिटी फीचर्स को डिसेबल किया जाएगा.






आपको बता दें इजरायल के NSO ग्रुप जैसी कई निजी कंपनियाँ सरकारों को हैकिंग क्षमताएं बेचती हैं. हालांकि इस ग्रुप का कहना है कि इनका उद्देश्य केवल टेरर और क्राइम से बचाव है, ना कि पत्रकारों या क्रिटिक्स के काम में बाधा डालना है."
"झारखंड: दुमका में चोर की पीट-पीटकर हत्या, हिरासत में लिए गए 4 ग्रामीण","झारखंड के दुमका में एक चोर की पीट-पीटकर हत्या कर दी गई. दुमका के एसपी ने बताया कि चिहुंटिया गांव में चोरी करने चार चोर आए थे. इसमें से 3 भाग गए, लेकिन एक को ग्रामीणों ने पकड़ लिया और उसकी पिटाई की. भीड़ इतनी हिंसक हो गई चोर हमले में गंभीर रूप से घायल हो गया,  जिसके बाद उसकी मौत हो गई है.
पुलिस के मुताबिक कई मामलों में वह मोस्ट वांटेड अपराधी था. पुलिस ने मामला दर्ज करते हुए 4 ग्रामीणों को हिरासत में लिया है. उनसे पूछताछ की जा रही है.
झारखंड में भीड़ के हिंसक होने का मामला नया नहीं है. आए दिन भीड़ के हिंसक हो जाने के मामले सामने आ रहे हैं. इससे पहले 20 जुलाई को झारखंड के गुमला इलाके में एक महिला को डायन बताकर महिला समेत 4 लोगों की लाठी-डंडों से पीट-पीटकर हत्या कर दी गई थी. इस मामले में करीब 12 लोगों पर हत्या का आरोप है. मामले की जांच अभी भी चल रही है.
Jharkhand: A thief was allegedly beaten to death in Chihuntia village of Dumka district. Dumka SP says ""There were 4 thieves, 3 managed to escape. The thief who died was a most wanted criminal. FIR registered & 4 villagers have been taken into custody. We're questioning them.""
pic.twitter.com/eXvuLi2lyW
— ANI (@ANI)
August 1, 2019
2019 में झारखंड में लिंचिंग के मामले
1. मई 2019 में गुमला जिले में ही भीड़ ने चार लोगों की जमकर पिटाई की थी. चारों मरे बैल का मांस काट रहे थे. उन्मादी भीड़ ने इतना पीटा कि इनमें से एक प्रकाश नाम के व्यक्ति की अस्पताल पहुंचने से पहले ही मौत हो गई.






2.  जून 2019 में 24 साल के तबरेज अंसारी को चोरी के आरोप में पीटकर मार डाला था. उनकी हत्या सरायकेला खरसांवा जिले के घातकीडीह गांव में हुई थी. पहले उन्हें बिजली के पोल से बांधकर पीटा. फिर उनसे जय श्री राम और जय हनुमान के नारे लगवाए थे. हालांकि, अस्पताल में इलाज के दौरान उनकी मौत हो गई थी.
3. मार्च 2019 में झारखंड के पलामू में भीड़ ने वकील खान और दानिश खान नाम के दो लोगों की पीटकर हत्या कर दी. इन दोनों ने अपनी बहन के साथ हुई छेड़खानी का विरोध किया था. इसके बाद उनकी हत्या हो गई. इस मामले की जांच अभी भी जारी है."
"पाकिस्‍तान का एक चायवाला इंटरनेट पर वायरल, बनना चाहता है हीरो","पाकिस्‍तान में अाजकल एक 'चायवाला' चर्चा में है. सोशल मीडिया में इसकी धूम है. बात सिर्फ इतनी है कि इसकी आंखे नीली हैं. बस इसी वजह से पाकिस्‍तान की लड़कियां इसकी दीवानी हुई जा रही हैं.
इस चायवाले का असली नाम अरशद खान है. दरअसल फोटोग्राफर जियाह अली ने कु इसकी फोटो खींचकर इंस्‍टाग्राम पर डाल दी थीं जिसके बाद यह वायरल हो गईं. पाकिस्‍तान के एक टीवी चैनल का दावा है कि इसकी तस्‍वीर को एक दिन में 20 लाख से ज्‍यादा हिट मिले हैं. यह टि्वटर पर #chaiwala से ट्रेंड कर रहा है और लोग इसकी फोटो पर खूब कमेंट भी कर रहे हैं.
जहां पाकिस्‍तानी इसकी तुलना नरेंद्र मोदी को चायवाला बताकर कर रहे हैं तो वहीं वहां की लड़कियां ऐसा शौहर पाने की इच्‍छा जता रही हैं. पाकिस्‍तानी लड़कियों ने तो इसे हीरो साबित कर दिया है.

Kya Zayn Kya Fawad

Mujhe To Esa He Chahiye Ammi Ka Damad 😍😍💖💖💖💓💓💓💘💝💝💝💘😘😘😘😘
#handsome

#chaiwala

#spotted


#دل_کی_بات
:
pic.twitter.com/RH2XyfRv8f
— kirinutella💖 (@rijanaeem2)
October 16, 2016


So hawwttt 🔥🔥😍😍
#ChaiWala
spotted in
#Islamabad
😍 😍 💞💞beauty of
#Islamabad
💥🎉🎊🎉😍
pic.twitter.com/MrAuiXubfS
— Tsundere Baka👊🏻😒 (@Sadaf_KaY)
October 16, 2016


पाकिस्‍तानी इसकी तुलना बॉलीवुड हस्तियों से भी कर रहे हैं.

At least we can all agree on one thing:


Pakistan's
#ChaiWala
is way way way better than India's
#CoffeeWala
.


*No Comparison*
pic.twitter.com/DXfJQBaqud






— Sir Main Dad (@SirJohnRoe)
October 17, 2016

इसकी हर ओर इतनी चर्चा हो रही है कि पाकिस्‍तानी न्‍यूज एजेंसी और टीवी चैनल्‍स ने भी इसे कवर करना शुरू कर दिया है.

Finally, someone has found that striking
#ChaiWala
, whose real name is Arshad Khan, in
#Islamabad
.
@jiahali

pic.twitter.com/VjCqc8HdXy
— Islamabad (@Islaamabad)
October 18, 2016
टि्वटर आजकल इसके ही ट्वीटस से भरा पड़ा है. सोशल मीडिया पर उसकी लो‍कप्रियता का असर भी अब दिखने लगा है. नीली आंख वाला इस चायवाले के साथ FITIN.PK नामक ऑनलाइन शॉपिंग वेबसाइट ने मॉडल के तौर पर अनुबंध किया है.

This is the POWER of social media. The famous
#chaiwala
is now a model. He has been hired by fitin.pk
pic.twitter.com/yOSFF4RKhL
— Madhav Sharma (@HashTagCricket)
October 18, 2016
इनकी वेबसाइट पर अब अरशद खान की तस्‍वीरें भी डाल दी गई हैं."
"Flipkart दिवाली सेल: 5,999 रुपये में मिलेगा 24-इंच का TV","21 अक्टूबर से शुरू हो रही है फ्लिपकार्ट की सेल
5,999 रुपये की शुरुआती कीमत में मिलेंगे TV
Flipkart के बिग दिवाली सेल की फिर से वापसी हो रही है. फ्लिपकार्ट के सेल की शुरुआत 21 अक्टूबर से हो रही है. फ्लिपकार्ट का ये 5 दिवसीय 25 अक्टूबर तक जारी रहेगा. सेल के एक दिन पहले कंपनी फ्लिपकार्ट प्लस मेंबर्स को अर्ली ऐक्सेस भी दे रही है. आपको बता दें इसी पीरियड में Amazon द्वारा भी दिवाली स्पेशल सेल का आयोजन किया जाना है. बहरहाल फ्लिपकार्ट पर Thomson के साथ साझेदारी में टीवी मॉडलों पर भारी डिस्काउंट दिया जाएगा.
सेल के दौरान TV मॉडलों की शुरुआती कीमत 5,999 रुपये रहेगी. इस कीमत में ग्राहक 24-इंच HD LED TV को खरीद पाएंगे. टीवी मॉडलों पर मिलने वाले दूसरे ऑफर्स की बात करें तो कंपनी के 43-इंच एंड्रॉयड 4K TV को 24,999 रुपये में खरीदा जा सकेगा. वहीं 65-इंच TV की बिक्री 55,999 रुपये में होगी.
सेल के दौरान 32-इंच 32M3277 Pro TV को ग्राहक 9,499 रुपये में खरीद पाएंगे. वहीं 50-इंच 50TH1000 TV की बिक्री 2,6499 रुपये में होगी. फ्लिपकार्ट बिग दिवाली सेल में ग्राहक 40-इंच 40M4099 और 40M4099 Pro TV दोनों को ही 15,499 रुपये में खरीद पाएंगे.
सेल में एक 50-इंच 50TM5090 2019 TV भी होगा, जिसे ग्राहक ई-कॉमर्स वेबसाइट पर 19,999 रुपये में खरीद पाएंगे. फ्लिपकार्ट पर ग्राहकों के लिए 55-इंच 55TH1000 थॉमसन TV की बिक्री 29,999 रुपये में होगी.
कंपनी ने स्टेटमेंट में कहा कि थॉमसन टीवी पिछले साल ही लॉन्च हुआ था और कंपनी भारतीय ऑनलाइन स्पेस में टीवी बेचने वाली नंबर 2 कंपनी बन गई है. बिक्री में वृद्धि के साथ ही इस त्योहारी सीजन में थॉमसन टीवी 500 करोड़ के राजस्व का लक्ष्य लेकर चल रही है."
सपा बोली- RSS के सैनिक स्कूल में दी जाएगी मॉब लिंचिंग की ट्रेनिंग,"राष्ट्रीय स्वयंसेवक संघ (आरएसएस) 'सेना स्कूल' शुरू करने जा रहा है, जिसमें सशस्त्र बलों में शामिल होने के इच्छुक बच्चों को ट्रेनिंग दी जाएगी. आरएसएस का पहला सेना स्कूल बुलंदशहर में बनाया जा रहा है. संघ के द्वारा स्थापित किए जा रहे सेना स्कूल पर समाजवादी पार्टी ने कड़ी आपत्ति जताई है. सपा ने कहा कि ऐसे संस्थान खोलकर आरएसएस सामाजिक सद्भाव को बिगाड़ने के लिए मॉब लिंचिंग की ट्रेनिंग देगी.
सपा ने कहा कि आरएसएस की विचारधारा समाज को तोड़ने वाली है. आजादी की लड़ाई में भी आरएसएस की भूमिका नकारात्मक रही है. अब आरएसएस ऐसे संस्थान खोलना चाहता हैं, जहां अपने राजनीतिक लाभ के लिए सामाजिक सदभाव को तोड़ना और मॉब लिंचिंग की ट्रेनिंग देगी.
Samajwadi Party: RSS follows divisive ideology, its role in freedom struggle was negative & even today, it has nothing to do with ideals of freedom struggle. RSS will open such institute for its political gains where ways of disrupting harmony & mob lynching will be taught.
https://t.co/jRgWLh6gyo
— ANI UP (@ANINewsUP)
July 31, 2019

उत्तर प्रदेश के बुलंदशहर के शिकारपुर में आरएसएस द्वारा स्थापित किए जा रहे 'सेना स्कूल' पर सपा ने कहा राज्य में आरएसएस द्वारा संचालित एक अलग आर्मी स्कूल की क्या आवश्यकता है? इससे संदेह पैदा होता है. अब यह आरएसएस राष्ट्रीय स्तर पर षड्यंत्र करना चाहता है. इस तरह के स्कूल खोले जाना संविधान की अवहेलना है.
बता दें कि संघ द्वारा स्थापित किए जा रहे सेना स्कूल का नाम रज्जू भैया सैनिक विद्या मंदिर होगा. यह नाम आरएसएस के पूर्व सरसंघचालक राजेंद्र सिंह उर्फ रज्जू भैया के नाम पर रखा गया है. इन स्कूलों को आरएसएस की शिक्षा शाखा विद्या भारती चलाएगी.






रज्जू भैया सैनिक विद्या मंदिर की पहली शाखा उत्तर प्रदेश के बुलंदशहर जिले के शिकारपुर में खोली जा रही है. यहां पर साल 1922 में आरएसएस के पूर्व सरसंघचालक रज्जू भैया का जन्म हुआ था. लड़कों के लिए आवासीय विद्यालय का निर्माणकार्य हो रहा है.
विद्या भारती यहां पाठ्यक्रम के रूप में केंद्रीय माध्यमिक शिक्षा बोर्ड (सीबीएसई) को अपनाएगी. इसमें छठी कक्षा से लेकर बारहवीं कक्षा तक के छात्र होंगे. माना जा रहा  है कि अप्रैल 2020 से सेना स्कूल में कक्षाएं शुरू हो जाएंगी.
गौरतलब है कि आरएसएस शुरू से ही स्कूलों में सैन्य शिक्षा की वकालत कर रहा है. साल 1937 में नासिक के 'भोंसला मिलिट्री स्‍कूल' की स्थापना बीएस मुंजे ने की थी. मुंजे आरएसएस के संस्‍थापक केशव बलराम हेडगेवार के गुरु थे. इस स्कूल के कार्यक्रमों में आरएसएस के नेता हिस्सा लेते हैं, लेकिन  संगठन इसे चलाने में सीधे तौर पर शामिल नहीं होता है. इस स्‍कूल का संचालन सेंट्रल हिंदू मिलिट्री एजुकेशन सोसायटी की ओर से किया जाता है."
"लद्दाख के लिए अलग क्रिकेट संघ नहीं बनेगा, जम्मू-कश्मीर टीम में ही रहेंगे खिलाड़ी","नए केंद्रशासित प्रदेश लद्दाख के क्रिकेटर अब घरेलू सर्किट में जम्मू-कश्मीर के लिए खेलेंगे. भारतीय क्रिकेट की प्रशासकों की समिति के अध्यक्ष विनोद राय ने यह जानकारी दी. सरकार ने सोमवार को जम्मू-कश्मीर को दो केंद्रशासित प्रदेशों जम्मू-कश्मीर और लद्दाख में बांटा.
भारतीय क्रिकेट कंट्रोल बोर्ड (बीसीसीआई) फिलहाल दो अलग प्रदेश ईकाइयां बनाने नहीं जा रहा. राय ने कहा ,‘हम अभी लद्दाख के लिए अलग क्रिकेट संघ नहीं बनाएंगे. उस क्षेत्र के क्रिकेटर बीसीसीआई की सभी घरेलू स्पर्धाओं में जम्मू-कश्मीर के लिए खेलेंगे.’
जम्मू-कश्मीर की रणजी टीम में अभी तक लद्दाख का कोई खिलाड़ी नहीं है. आगामी रणजी सत्र इस साल के आखिर में दिसंबर में शुरू होगा. यह पूछने पर कि क्या लद्दाख को भी पुडुचेरी की तरह मतदान का अधिकार रहेगा, राय ने किहा कि अभी इस पर कोई बात नहीं हुई है.
उन्होंने कह ,‘हमने इस पर कोई बात नहीं की है. इस मामले में सब कुछ चंडीगढ़ की तरह रहेगा जो एक केंद्रशासित प्रदेश है. उसके खिलाड़ी पंजाब या हरियाणा के लिए खेलते हैं.’
राय ने कहा, ‘हमें यकीन है कि जम्मू-कश्मीर के घरेलू मैच पिछले साल की तरह श्रीनगर में ही होंगे. वैकल्पिक घरेलू मैदान को लेकर कोई बात नहीं की गई है.’"
बीजेपी में शामिल हुए ओलंपिक पदक विजेता निशानेबाज राज्यवर्धन राठौर,"दिग्गज निशानेबाज और ओलंपिक रजत पदक विजेता राज्यवर्धन सिंह राठौर ने मंगलवार को बीजेपी में शामिल होकर अपने राजनीतिक करियर की शुरुआत कर दी.
राजनीति में कदम रखने से पहले 43 वर्षीय राठौर ने भारतीय सेना से स्वैच्छिक सेवानिवृत्ति (वीआरएस) ली. राजनीतिक पारी की शुरुआत करते हुए उन्होंने कहा, ‘मुझे उस वक्त पीछे नहीं रहना चाहिए जब देश कई तरह के खतरों का सामना कर रहा है.’ वह बीजेपी अध्यक्ष राजनाथ सिंह और पार्टी चुनाव अभियान समिति के प्रमुख नरेंद्र मोदी की उपस्थिति में बीजेपी में शामिल हुए.
साल 2004 के ओलंपिक के रजत पदक जीतने वाले राठौर ने मोदी को ‘निर्णायक’ नेता करार देते हुए कहा कि उन्हें देश का नेतृत्व करने का मौका दिया जाना चाहिए. उन्होंने कहा, ‘मैं जानता हूं कि नेताओं और राजनीति से नफरत की जाती है, लेकिन मैं अब भी अच्छाई और नि:स्वार्थ इरादों में यकीन करता हूं. ईश्वर की कृपा से मैं अंतर लाउंगा.’
राठौर ने कहा, ‘मैंने 23 वर्षों तक अपनी पूरी क्षमता के साथ देश की सेवा की. मुझे दुनिया की सबसे बेहतरीन सेना द्वारा लड़ने का प्रशिक्षण दिया गया है और ऐसे में मुझे उस वक्त पीछे नहीं रहना चाहिए जब देश कई तरह के खतरों का सामना कर रहा है.’ मोदी के नेतृत्व में विश्वास प्रकट करते हुए उन्होंने कहा, ‘भारत को निर्णायक नेतृत्व की जरूरत है और मैं यह नेतृत्व नरेंद्र मोदी और वसुंधरा राजे में देखता हूं.
अग्रिम मोर्चे से नेतृत्व करने वाले किसी जनरल की तरह मोदी ने उस देश में उत्साह पैदा किया जो खुद में विश्वास करना भूल गया था. उन्हें मौका मिलना चाहिए और मैं भारत के लिए सिपाही बनना चाहता हूं.’ पार्टी में उनका स्वागत करते हुए मोदी ने कहा, ‘यह सिर्फ पार्टी की सदस्यता का मामला नहीं है, बल्कि रिश्ते तथा परिवार के सदस्य का मामला है. यह खून के रिश्ते जैसा है. मातृभूमि के प्रति समर्पण है और पार्टी के लिए प्रतिबद्धता का मामला है.’"
"चुनाव बाद यूपी में चली 'तबादला एक्सप्रेस', 17 IAS अधिकारी इधर से उधर","लोकसभा चुनाव खत्म होने के बाद उत्तर प्रदेश सरकार ने शनिवार को आईएएस अधिकारियों के ताबड़तोड़ तबादले किए. योगी आदित्यनाथ सरकार के इस फैसले के बाद अधिकारियों में हड़कंप मच गया है. चित्रकूट के जिलाधिकारी विशाख को मुख्यमंत्री का विशेष सचिव बनाया गया है. आदेश के मुताबिक 17 आईएएस अफसरों के तबादले किए गए हैं. इससे पहले योगी सरकार ने प्रदेश में कानून एवं व्यवस्था को चलाने के लिए 25 आईपीएस अफसरों के तबादले किए थे.
इन अफसरों के हुए तबादले
नगर विकास विभाग के सचिव संजय कुमार को सहारनपुर मंडल का आयुक्त बनाया गया है.
आजमगढ़ मंडल के आयुक्त जगत राज को उत्तर प्रदेश शासन के माध्यमिक शिक्षा विभाग का सचिव बनाया गया है.
माध्यमिक शिक्षा विभाग में सचिव कनक त्रिपाठी को आजमगढ़ मंडल का आयुक्त बनाकर भेजा गया है.
सी इंदुमती सुल्तानपुर की जिलाधिकारी बनाई गई हैं, जो महिला कल्याण विभाग में विशेष सचिव थीं.
सुल्तानपुर के जिलाधिकारी दिव्य प्रकाश गिरी को अपर आयुक्त आबकारी की जिम्मेदारी सौंपी गई है.
चंद्र विजय सिंह को फिरोजाबाद का जिला अधिकारी बनाया गया है. वह पहले माध्यमिक शिक्षा विभाग में विशेष सचिव थे.
फिरोजाबाद की जिलाधिकारी सेल्वा कुमारी को ग्राम विकास विभाग में विशेष सचिव का कार्यभार मिला है.
मुख्यमंत्री के विशेष सचिव आदर्श सिंह को बाराबंकी का जिलाधिकारी बनाया गया है.
बाराबंकी के जिलाधिकारी उदय भान त्रिपाठी को माध्यमिक शिक्षा विभाग में विशेष सचिव की जिम्मेदारी मिली है.
राकेश कुमार मिश्रा को आंबेडकर नगर का जिलाधिकारी बनाया गया है.
अंबेडकरनगर के जिलाधिकारी सुरेश कुमार को ग्राम विकास विभाग में विशेष सचिव बनाया गया है.






नागेंद्र प्रसाद सिंह को आजमगढ़ का जिलाधिकारी बनाया गया है. वह पहले ग्राम विकास विभाग में विशेष सचिव थे.
आजमगढ़ के जिलाधिकारी शिवाकांत द्विवेदी को प्रतीक्षारत रखा गया है.
भदोही के मुख्य कार्यपालक शेषमणि पांडे को चित्रकूट का जिलाधिकारी बनाया गया है.
चित्रकूट के जिलाधिकारी विशाख को बड़ी जिम्मेदारी मिली है. उन्हें अब मुख्यमंत्री का विशेष सचिव बनाया गया है.
अपर आयुक्त आबकारी ओम प्रकाश आर्य को सिद्धार्थनगर का डीएम बनाया गया है.
सिद्धार्थनगर के जिला अधिकारी कुणाल सिल्कू को नगर विकास विभाग में विशेष सचिव की जिम्मेदारी दी गई है."
"वाशिंग मशीन में फंसा 2 साल का बच्चा, घंटो के मशक्कत के बाद बचाया गया","अगर आप अपने घर में वाशिंग मशीन का इस्तेमाल करते हैं तो आपको ये जानकर हैरानी होगी कि वाशिंग मशीन भी आपके बच्चों के लिए जानलेवा साबित हो सकती है. चीन के नानजिंग शहर में कुछ ऐसी ही घटना घटी जब एक 2 साल का बच्चा वाशिंग मशीन में ऐसा फंसा की उसके जान पर बन आई.
बताया जा रहा है कि चीन के जियांगसु प्रोविंस के नानजिंग शहर में एक 2 साल का बच्चा उस वक्त अपने घर के वाशिंग मशीन में फंस गया जब वो वाशिंग मशीन में गिरे अपने खिलौने को निकालने का प्रयास कर रहा था. बच्चा खिलौने को निकालने के लिए जैसे ही मशीन के ड्रायर सेक्शन पर चढ़ा वैसे ही उसका पैर उसमें फंस गया. बच्चा उसमें उस कदर फंसा था कि घरवालों को फायरफाइटर्स बुलाना पड़ा.


फायरफाइटर्स के लिए भी उस बच्चे को निकालना आसान नहीं था. बच्चे को सुरक्षित निकालने के लिए मशीन को हाइड्रॉलिक पाइलर्स और आरी की मदद से काटा गाया. इस पूरे कवायद में आधे घंटे लग गए तब जाकर बच्चे को सुरक्षित निकाला जा सका.
देखें वाशिंग मशीन से बच्चे को कैसे निकाला गया:"
"UAE से मिला पर्यटकों को तोहफा, ट्रैवल करने पर मिलेगी ये फ्री सुविधा","संयुक्त अरब अमीरात (यूएई) पहुंचने वाले पर्यटकों को फ्री डेटा, अंतर्राष्ट्रीय कॉलिंग मिनट और फ्री टेक्सट मैसेज की सुविधा के साथ फ्री मोबाइल सिम कार्ड उपलब्ध कराए जाएंगे. प्रशासन ने इस बात की जानकारी देते हुए कहा, पहचान व नागरिकता के संघीय प्राधिकरण ने घोषणा करते हुए बताया है कि पर्यटकों को मुफ्त में मिलने वाले इन सिम कार्ड की वैद्यता एक महीने तक के लिए होगी और अगर पर्यटक अपनी वीजा अवधि को बढ़ाता है तो ये अपने आप ही नवीनीकृत हो जाएंगे.
गल्फ न्यूज की रिपोर्ट के मुताबिक, प्राधिकारी और टेलीकॉमनाऊ के बीच समझौते पर मंगलवार को अबु धाबी में प्राधिकरण के मुख्यालय में कर्नल खमीस अल काबी, प्राधिकरण में मुसानादा सेवाओं के कार्यकारी निदेशक और टेलीकॉमनाओ के अध्यक्ष व सीईओ चारबेल फवाज लितानी द्वारा हस्ताक्षर किए गए.
लितानी ने गुरुवार को गल्फ न्यूज को बताया कि यहां आगमन पर पर्यटकों को पासपोर्ट कंट्रोल ऑफिसर की ओर से तोहफे के रूप में सिम कार्ड दिए जाएंगे. इसमें डेटा और टॉक टाइम होंगे जिसे वह देश में कहीं भी रिचार्ज करा सकते हैं. उन्होंने कहा कि पर्यटकों के लिए इस नई सेवा के प्रदाता एटिसलात और डु होंगे और सेवाएं पूरे साल एक जैसी ही रहेंगी.
लितानी ने कहा, ""पर्यटक जब तक देश में रहेंगे तब तक यह वैद्य रहेगा और वीजा की अवधि बढ़ाए जाने पर कार्ड भी अपने आप ही वैद्य हो जाएगा, जब तक कि वीजा की अवधि समाप्त नहीं हो जाती है."" उन्होंने यह भी कहा, ""पर्यटकों को कुछ भी करने की आवश्यकता नहीं है, कार्ड को पाने के लिए किसी भी प्रकार के दस्तावेज की जरूरत नहीं है.""






इमीग्रेशन पर पर्यटक जैसे ही कार्ड को मोबाइल में डालेंगे, उन्हें उनकी पहचान और आने की तारीख दर्ज करनी होगी. जिसके बाद उनके फोन में सेवाएं तुंरत चालू हो जाएंगी और महज दो मिनट के अंदर ही पर्यटक इस सुविधा का उपयोग कर सकेंगे. इस तरह का यह प्रयास दुनिया में पहली बार है."
"ट्रांसपोर्ट हड़ताल का चौथा दिन, आने वाले दिनों में बढ़ सकती है महंगाई","देशभर में लगातार बढ़ रही पेट्रोल और डीजल की कीमतों के चलते ट्रांसपोर्टर हड़ताल पर हैं. दिल्ली में भी ट्रांसपोर्ट पूरी तरह से ठप है, यही वजह है कि दिल्ली के सबसे बड़े ट्रांसपोर्ट नगर संजय गांधी ट्रांसपोर्ट नगर में हजारों ट्रक ठप खड़े नजर आए. सोमवार को दिल्ली की थोक सब्जी मंडियों में आने वाले ट्रकों की संख्या भी काफी कम रही.
दरअसल रविवार को हड़ताल कर रहे ट्रांसपोर्टरों ने चेतावनी दी थी कि आने वाले दिनों में वो दिल्ली में दूध और सब्जियों जैसे जरूरी सामानों की सप्लाई भी रोक देंगे. उसके बाद जहां तहां जरूरी सामान की सप्लाई करने वाले ट्रक यूनियनों को भी अपनी हड़ताल में शामिल कर लिया गया, ऐसे में अगले दो दिन से सब्जी के दामों में तेजी से बढ़ोतरी हो सकती है.
सरकार को क्यों नहीं पड़ रहा फर्क?
हड़ताल में शामिल सबसे बड़ी संस्था
ऑल इंडिया मोटर ट्रांसपोर्ट
कांग्रेस के पदाधिकारी अजय मैनी का कहना है कि तीन दिन बीत जाने के बावजूद सरकार को हड़ताल से कोई फर्क नहीं पड़ा, जबकि पचास लाख ट्रकों के पहिए थम गए हैं. इससे करीब एक करोड़ लोगों के रोजगार पर संकट है.
अब ट्रांसपोर्टरों का कहना है कि जैसे ही बाजार में सब्जियों का स्टॉक खत्म होगा और आम जनता में अफरा-तफरी मचेगी तब सरकार की नींद टूटेगी और तब इसके लिए सरकार जवाबदेह होगी. वहीं दूसरी तरफ ट्रांसपोर्टरों का कहना है कि हड़ताल की वजह से उनकी रोजी रोटी पर भी संकट बढ़ रहा है, क्योंकि गाड़ियों की किश्त और वर्कर की सैलरी तो उन्हें देनी ही है ऐसे में सरकार को जल्द से जल्द उनकी मांगे माननी चाहिए.






अभी
क्या है स्थिति?
फिलहाल हड़ताल के तीन दिन बीत जाने के बावजूद सरकार ने अभी तक कोई कदम नहीं उठाया है. बीते दिनों ट्रांसपोर्ट यूनियन की सरकार से हुई मुलाकात भी विफल रही जिसके बाद यूनियन ने हड़ताल जारी रखने का फरमान रखा था. वहीं अभी तक बाजार में जरूरी सामानों की कोई खास किल्लत भी नहीं हुई है ऐसे में आम जनता में भी कोई खास हलचल नजर नहीं आ रही है.
क्यों है हड़ताल?
दिल्ली समेत देशभर में ट्रांसपोर्टर 20 जुलाई से हड़ताल पर हैं और ट्रकों का चक्का जाम कर दिया गया है. डीजल को जीएसटी के अंतर्गत लाने और टोल टैक्स खत्म करने जैसी मांगों को लेकर देशभर में
ट्रांसपोर्टर हड़ताल
पर हैं. वहीं ट्रांसपोटर्स की नाराजगी थर्ड पार्टी बीमा की बढ़ी हुई किश्त को लेकर भी है. दिल्ली के संजय गांधी ट्रांसपोर्ट नगर में सोमवार को ट्रांसपोर्टर्स ने परिवहन मंत्री का पुतला भी फूंका."
